B4,B3,B2,B8,B11,B12,NDVI,NDBI,MNDWI,NDSLI,class,sample
0.0422,0.0634,0.089,0.1578,0.0742,0.0288,0.578,-0.36034486,-0.07848835,-0.2749141,1,train
0.0421,0.0651,0.089,0.1752,0.0818,0.0311,0.61251724,-0.36342412,-0.11368278,-0.32041967,1,train
0.0438,0.0648,0.0879,0.1778,0.0818,0.0311,0.6046931,-0.3697997,-0.11596178,-0.30254775,1,train
0.0432,0.0665,0.0892,0.1798,0.0892,0.0362,0.61255604,-0.336803,-0.14579317,-0.347432,1,train
0.043,0.0649,0.0874,0.1795,0.0892,0.0362,0.61348313,-0.33606252,-0.15768978,-0.34947047,1,train
0.0397,0.062,0.0881,0.129,0.0713,0.0269,0.529342,-0.28806788,-0.06976745,-0.28468466,1,train
0.0407,0.0628,0.0875,0.138,0.0742,0.0282,0.54448795,-0.30065978,-0.083211675,-0.29155785,1,train
0.0394,0.0616,0.0866,0.1322,0.0742,0.0288,0.5407925,-0.28100777,-0.09278349,-0.306338,1,train
0.0404,0.0626,0.0884,0.1431,0.0818,0.0311,0.559673,-0.27256557,-0.13296397,-0.33878887,1,train
0.0411,0.0638,0.0861,0.1645,0.0818,0.0311,0.6001946,-0.3357694,-0.123626366,-0.33116356,1,train
0.041,0.0646,0.0878,0.1702,0.0892,0.0362,0.61174244,-0.31225908,-0.15994798,-0.37019968,1,train
0.0429,0.0659,0.0876,0.1695,0.0892,0.0362,0.5960452,-0.31039813,-0.15022567,-0.35049203,1,train
0.0415,0.0648,0.0878,0.1547,0.0808,0.0327,0.5769623,-0.31380042,-0.10989008,-0.32134098,1,train
0.0395,0.0602,0.0856,0.1116,0.0684,0.0277,0.4771674,-0.23999996,-0.06376364,-0.2678406,1,train
0.0402,0.0626,0.0867,0.1443,0.0684,0.0277,0.56422764,-0.3568406,-0.04427482,-0.25966853,1,train
0.0421,0.0638,0.0879,0.1552,0.0738,0.0296,0.57323873,-0.35545853,-0.07267441,-0.27351162,1,train
0.0437,0.0666,0.0878,0.1624,0.0738,0.0296,0.57593405,-0.3751059,-0.05128202,-0.2561702,1,train
0.0421,0.0637,0.0879,0.1469,0.0656,0.0262,0.55449736,-0.38258824,-0.014694528,-0.21819869,1,train
0.0394,0.0613,0.0859,0.1265,0.0738,0.0296,0.52501506,-0.26310533,-0.09252405,-0.30388692,1,train
0.0416,0.0623,0.087,0.1375,0.0738,0.0296,0.53545505,-0.30146712,-0.08449668,-0.27902946,1,train
0.041,0.0609,0.0864,0.1282,0.0656,0.0262,0.5153664,-0.3230134,-0.03715416,-0.23076922,1,train
0.041,0.0614,0.0864,0.1282,0.0656,0.0262,0.5153664,-0.3230134,-0.03307087,-0.23076922,1,train
0.0411,0.0609,0.0861,0.119,0.0552,0.0223,0.48657092,-0.36624572,0.049095605,-0.14641745,1,train
0.03595,0.05745,0.0823,0.0688,0.02835,0.01255,0.31360382,-0.41636646,0.33916086,0.11819599,1,train
0.03615,0.05855,0.08545,0.08505,0.03505,0.01525,0.40346533,-0.41631973,0.25106835,0.015449437,1,train
0.0364,0.05725,0.08485,0.07355,0.03505,0.01525,0.33788085,-0.35451198,0.24052003,0.018894339,1,train
0.03615,0.05775,0.083,0.06895,0.02835,0.01255,0.3120837,-0.4172662,0.34146345,0.120930254,1,train
0.0355,0.0572,0.08505,0.0795,0.031,0.01315,0.38260865,-0.43891403,0.29705215,0.0676692,1,train
0.0355,0.0572,0.08505,0.0795,0.031,0.01315,0.38260865,-0.43891403,0.29705215,0.0676692,1,train
0.0364,0.05755,0.08455,0.0742,0.031,0.01315,0.3417721,-0.41064638,0.2998306,0.08011872,1,train
0.03675,0.05735,0.0837,0.07375,0.0301,0.01305,0.3348416,-0.42031777,0.31160665,0.09947646,1,train
0.03735,0.05765,0.08555,0.0703,0.03085,0.0127,0.30608454,-0.3900148,0.30282485,0.095307894,1,train
0.0369,0.05735,0.086,0.0622,0.03085,0.0127,0.2552977,-0.3369156,0.30045348,0.08929887,1,train
0.03575,0.0572,0.0849,0.0626,0.031,0.01315,0.27300456,-0.33760685,0.29705215,0.07116108,1,train
0.03575,0.0572,0.0849,0.0626,0.031,0.01315,0.27300456,-0.33760685,0.29705215,0.07116108,1,train
0.0369,0.05745,0.08535,0.06435,0.031,0.01315,0.27111113,-0.34976405,0.299039,0.08689248,1,train
0.03625,0.0583,0.08285,0.07065,0.0301,0.01305,0.32179606,-0.40248138,0.31900454,0.09269028,1,train
0.0362,0.05605,0.08295,0.0781,0.0301,0.01305,0.36657917,-0.44362295,0.3012188,0.09200607,1,train
0.03625,0.0578,0.0857,0.06135,0.02515,0.01,0.25717214,-0.41849712,0.39361063,0.18078177,1,train
0.0372,0.0577,0.0853,0.0597,0.03085,0.0127,0.23219815,-0.3186085,0.3032185,0.09331373,1,train
0.0369,0.05735,0.086,0.0622,0.03085,0.0127,0.2552977,-0.3369156,0.30045348,0.08929887,1,train
0.0357,0.05645,0.08385,0.05955,0.0201,0.00845,0.2503937,-0.49529192,0.47485304,0.27956992,1,train
0.0357,0.05645,0.08385,0.05955,0.0201,0.00845,0.2503937,-0.49529192,0.47485304,0.27956992,1,train
0.03745,0.0567,0.08395,0.06265,0.0201,0.00845,0.25174826,-0.51419944,0.4765625,0.301477,1,train
0.03665,0.0571,0.0831,0.0626,0.0247,0.0095,0.261461,-0.43413517,0.396088,0.19478399,1,train
0.0357,0.0556,0.08285,0.06475,0.0247,0.0095,0.2891986,-0.44773614,0.38480696,0.1821192,1,train
0.0367,0.0575,0.08555,0.05555,0.02655,0.01015,0.20433606,-0.35322776,0.3682332,0.16047429,1,train
0.03625,0.0576,0.086,0.06165,0.02045,0.0082,0.25944844,-0.50182706,0.47597694,0.2786596,1,train
0.03615,0.0574,0.08635,0.0617,0.02045,0.0082,0.26111394,-0.50213027,0.4746307,0.27738518,1,train
0.036,0.058,0.08685,0.06235,0.0197,0.00845,0.26792073,-0.519805,0.49292147,0.2926391,1,train
0.0361,0.0563,0.08585,0.06275,0.0197,0.00845,0.2696004,-0.5221346,0.48157895,0.2939068,1,train
0.0363,0.05725,0.0856,0.0625,0.0197,0.00845,0.2651822,-0.52068126,0.4879792,0.29642856,1,train
0.03515,0.0572,0.0844,0.0609,0.0201,0.00845,0.26808953,-0.5037037,0.47994825,0.2723982,1,train
0.0362,0.05795,0.0832,0.06275,0.0201,0.00845,0.26831728,-0.51478577,0.48494557,0.28596807,1,train
0.03645,0.0574,0.08415,0.06115,0.0247,0.0095,0.25307378,-0.42457774,0.39829475,0.19215041,1,train
0.03655,0.05705,0.0832,0.06005,0.0247,0.0095,0.24327122,-0.41710913,0.39571863,0.19346938,1,train
0.0366,0.05825,0.0855,0.0757,0.03015,0.0122,0.3481745,-0.43032593,0.3178733,0.09662923,1,train
0.03575,0.0585,0.0858,0.05965,0.02655,0.01015,0.25052407,-0.3839907,0.37566137,0.14767256,1,train
0.0369,0.0574,0.0858,0.0526,0.02655,0.01015,0.17541902,-0.32912192,0.36748064,0.16312054,1,train
0.03655,0.0579,0.0851,0.06035,0.02045,0.0082,0.24561404,-0.4938119,0.47798342,0.28245616,1,train
0.0356,0.0572,0.08485,0.0613,0.02045,0.0082,0.26522186,-0.4996942,0.47327754,0.27029437,1,train
0.0359,0.05705,0.08545,0.06215,0.0197,0.00845,0.26772055,-0.51863164,0.48664495,0.2913669,1,train
0.0363,0.05725,0.0856,0.0625,0.0197,0.00845,0.2651822,-0.52068126,0.4879792,0.29642856,1,train
0.0365,0.0582,0.08535,0.06195,0.0203,0.0083,0.25850683,-0.50638294,0.48280254,0.28521124,1,train
0.03585,0.05765,0.08495,0.0627,0.02065,0.00845,0.27245057,-0.50449914,0.4725415,0.26902655,1,train
0.03565,0.05735,0.08335,0.0625,0.02065,0.00845,0.27356088,-0.5033073,0.4705128,0.26642984,1,train
0.0373,0.05655,0.08355,0.0618,0.02145,0.00815,0.247225,-0.48468468,0.45,0.26978725,1,train
0.0366,0.0571,0.08375,0.0605,0.02145,0.00815,0.24613799,-0.47651008,0.45385107,0.26098192,1,train
0.03675,0.05785,0.08555,0.0739,0.03485,0.0137,0.33574334,-0.35908043,0.24811217,0.026536293,1,train
0.03705,0.0584,0.08595,0.09835,0.03485,0.0137,0.45273265,-0.4767267,0.2525469,0.030598052,1,train
0.0363,0.0585,0.0859,0.0682,0.0246,0.0111,0.30526316,-0.4698276,0.40794224,0.19211824,1,train
0.03695,0.0579,0.08595,0.05715,0.0246,0.0111,0.21466525,-0.39816514,0.40363637,0.20064989,1,train
0.0364,0.0591,0.08575,0.0572,0.01965,0.00825,0.2222222,-0.4886142,0.50095236,0.29884034,1,train
0.03615,0.0578,0.08605,0.0605,0.01965,0.00825,0.25193998,-0.50966936,0.49257585,0.29569894,1,train
0.03665,0.05635,0.087,0.06155,0.0203,0.0083,0.25356418,-0.5039707,0.47031963,0.2870939,1,train
0.0365,0.0582,0.08535,0.06195,0.0203,0.0083,0.25850683,-0.50638294,0.48280254,0.28521124,1,train
0.03675,0.05875,0.0852,0.0622,0.0203,0.0083,0.2572006,-0.5078788,0.486401,0.28834355,1,train
0.0369,0.0578,0.08525,0.0622,0.02065,0.00845,0.2552977,-0.5015088,0.47355002,0.28236315,1,train
0.03595,0.05705,0.08365,0.06125,0.02065,0.00845,0.26028806,-0.49572653,0.4684685,0.27031806,1,train
0.0366,0.0568,0.0841,0.06185,0.02145,0.00815,0.25647536,-0.484994,0.4517572,0.26098192,1,train
0.03655,0.05725,0.0842,0.06445,0.02145,0.00815,0.27623764,-0.5005821,0.454892,0.26034483,1,train
0.0366,0.057,0.08655,0.06245,0.02815,0.0115,0.2609793,-0.3785872,0.33881387,0.13050196,1,train
0.0366,0.057,0.08655,0.06245,0.02815,0.0115,0.2609793,-0.3785872,0.33881387,0.13050196,1,train
0.03655,0.0583,0.08595,0.0974,0.03485,0.0137,0.454274,-0.47296786,0.25174448,0.02380951,1,train
0.03705,0.0587,0.0861,0.11065,0.03485,0.0137,0.49830738,-0.5209622,0.25494385,0.030598052,1,train
0.0362,0.05755,0.08555,0.07155,0.0246,0.0111,0.32807422,-0.48829952,0.40109557,0.19078952,1,train
0.03645,0.0574,0.0855,0.0526,0.0246,0.0111,0.1813588,-0.36269432,0.4,0.1941032,1,train
0.0363,0.05745,0.08535,0.05265,0.01965,0.00825,0.18381114,-0.45643157,0.4902724,0.29758716,1,train
0.03715,0.0581,0.0855,0.05985,0.01965,0.00825,0.23402062,-0.5056604,0.49453378,0.3080986,1,train
0.0367,0.05785,0.0865,0.0629,0.0203,0.0083,0.26305223,-0.5120192,0.4804862,0.28771928,1,train
0.03675,0.05875,0.0852,0.0622,0.0203,0.0083,0.2572006,-0.5078788,0.486401,0.28834355,1,train
0.03625,0.0584,0.08595,0.0628,0.019,0.00805,0.26804644,-0.5354523,0.50904393,0.3122172,1,train
0.03665,0.05815,0.0846,0.06125,0.0201,0.00825,0.25127685,-0.505839,0.486262,0.29162994,1,train
0.0362,0.05665,0.08365,0.0603,0.0201,0.00825,0.24974091,-0.5,0.47622153,0.28596807,1,train
0.0367,0.05645,0.08395,0.0598,0.02385,0.009,0.23937824,-0.4297669,0.40597758,0.21222131,1,train
0.03685,0.0575,0.08355,0.0657,0.02385,0.009,0.28132617,-0.4673367,0.41364476,0.21416807,1,train
0.03615,0.0567,0.0866,0.0737,0.03355,0.01455,0.34182978,-0.37435898,0.25650966,0.037302714,1,train
0.036,0.05775,0.0867,0.0684,0.03355,0.01455,0.31034487,-0.34183422,0.26506022,0.03522641,1,train
0.036,0.05775,0.0867,0.0684,0.03355,0.01455,0.31034487,-0.34183422,0.26506022,0.03522641,1,train
0.03685,0.0588,0.08625,0.08565,0.03525,0.0139,0.39836732,-0.41687343,0.25039873,0.022191415,1,train
0.0367,0.05825,0.08675,0.10275,0.03525,0.0139,0.4736465,-0.48913044,0.2459893,0.020152863,1,train
0.0373,0.0583,0.08565,0.07645,0.0247,0.0107,0.3441758,-0.5116164,0.40481925,0.2032258,1,train
0.03645,0.0581,0.08565,0.05525,0.0247,0.0107,0.20501637,-0.3821138,0.40338162,0.19215041,1,train
0.0354,0.0573,0.0855,0.0555,0.0195,0.00755,0.22112213,-0.48,0.4921875,0.28961748,1,train
0.0368,0.05805,0.08555,0.06005,0.0195,0.00755,0.24006194,-0.50974226,0.49709862,0.30728242,1,train
0.03645,0.05805,0.08585,0.06315,0.019,0.00805,0.26807234,-0.53743154,0.50681376,0.31469792,1,train
0.03625,0.0584,0.08595,0.0628,0.019,0.00805,0.26804644,-0.5354523,0.50904393,0.3122172,1,train
0.03625,0.0584,0.08595,0.0628,0.019,0.00805,0.26804644,-0.5354523,0.50904393,0.3122172,1,train
0.03655,0.05835,0.08405,0.06025,0.0201,0.00825,0.2448347,-0.49968886,0.48757172,0.29037955,1,train
0.03615,0.0571,0.08355,0.0603,0.0201,0.00825,0.2503888,-0.5,0.47927463,0.28533337,1,train
0.03675,0.0567,0.08295,0.0612,0.02385,0.009,0.24961716,-0.43915346,0.40782124,0.2128713,1,train
0.03685,0.05645,0.08255,0.0643,0.02385,0.009,0.2713791,-0.45887694,0.40597758,0.21416807,1,train
0.036,0.0582,0.08625,0.0897,0.04395,0.0166,0.42720765,-0.342312,0.13950077,-0.099437155,1,train
0.0368,0.05835,0.0865,0.10305,0.04395,0.0166,0.47372183,-0.40204084,0.14076248,-0.08854487,1,train
0.0361,0.0581,0.08685,0.10865,0.03355,0.01455,0.50120896,-0.5281294,0.26786685,0.036611605,1,train
0.0363,0.05845,0.08525,0.07455,0.03355,0.01455,0.3450609,-0.37927845,0.27065215,0.039370053,1,train
0.0363,0.05845,0.08525,0.07455,0.03355,0.01455,0.3450609,-0.37927845,0.27065215,0.039370053,1,train
0.03715,0.0586,0.0871,0.06425,0.03525,0.0139,0.26725838,-0.29145727,0.24880128,0.026243076,1,train
0.03725,0.0578,0.08635,0.08485,0.03525,0.0139,0.38984436,-0.41298917,0.2423428,0.02758621,1,train
0.0372,0.0588,0.08515,0.07645,0.0247,0.0107,0.34535855,-0.5116164,0.40838322,0.2019386,1,train
0.0364,0.05805,0.08535,0.06105,0.0247,0.0107,0.25295022,-0.4239067,0.40302113,0.19148937,1,train
0.03635,0.05825,0.0856,0.05935,0.0195,0.00755,0.24033436,-0.50539,0.49839225,0.30170098,1,train
0.0356,0.05805,0.08605,0.06,0.0195,0.00755,0.25523013,-0.5094339,0.49709862,0.29219598,1,train
0.0361,0.0574,0.0862,0.06135,0.019,0.00805,0.25910723,-0.5270691,0.50261784,0.31034485,1,train
0.0361,0.0574,0.0862,0.06135,0.019,0.00805,0.25910723,-0.5270691,0.50261784,0.31034485,1,train
0.03585,0.05825,0.0862,0.0613,0.019,0.00805,0.26196602,-0.5267746,0.5080906,0.30720147,1,train
0.03655,0.0572,0.08425,0.05975,0.01965,0.00855,0.2409138,-0.5050378,0.4886142,0.30071175,1,train
0.03585,0.05705,0.08335,0.05975,0.01965,0.00855,0.24999999,-0.5050378,0.4876141,0.2918919,1,train
0.03675,0.05665,0.08255,0.0625,0.024,0.01015,0.25944585,-0.4450867,0.40483573,0.20987654,1,train
0.03645,0.0564,0.08285,0.06315,0.024,0.01015,0.26807234,-0.4492255,0.40298507,0.20595531,1,train
0.037,0.05805,0.0874,0.06115,0.02585,0.0107,0.24605195,-0.40574712,0.38379022,0.17740653,1,train
0.03745,0.0586,0.08705,0.06635,0.02585,0.0107,0.27842003,-0.43926245,0.38780344,0.18325436,1,train
0.03685,0.05825,0.0871,0.08795,0.0353,0.0143,0.4094551,-0.4271805,0.24532333,0.021483023,1,train
0.0367,0.05845,0.08645,0.0961,0.0353,0.0143,0.44728917,-0.46270928,0.2469333,0.019444412,1,train
0.0362,0.05845,0.0859,0.08865,0.03025,0.01175,0.42010412,-0.49116907,0.31792557,0.08954103,1,train
0.03625,0.05745,0.0846,0.0666,0.03025,0.01175,0.29508996,-0.37532267,0.31014824,0.090225555,1,train
0.03625,0.05745,0.0846,0.0666,0.03025,0.01175,0.29508996,-0.37532267,0.31014824,0.090225555,1,train
0.0366,0.05795,0.08585,0.0644,0.0251,0.00975,0.2752475,-0.43910617,0.39554486,0.18638575,1,train
0.0368,0.05815,0.0857,0.0642,0.0251,0.00975,0.2712871,-0.43784994,0.396997,0.18901454,1,train
0.0368,0.05865,0.08695,0.06195,0.0218,0.00885,0.25468352,-0.47940296,0.45804846,0.2559727,1,train
0.03605,0.05855,0.08605,0.0603,0.0218,0.00885,0.25168657,-0.46894032,0.45737398,0.2463267,1,train
0.03565,0.0573,0.08555,0.05875,0.01825,0.00765,0.24470338,-0.52597404,0.5168763,0.32282004,1,train
0.0362,0.0576,0.08655,0.05825,0.01825,0.00765,0.23345682,-0.5228758,0.5187871,0.32966027,1,train
0.0365,0.05725,0.08745,0.05845,0.0191,0.00805,0.23117429,-0.5074146,0.4996726,0.31294966,1,train
0.0365,0.05725,0.08745,0.05845,0.0191,0.00805,0.23117429,-0.5074146,0.4996726,0.31294966,1,train
0.03595,0.0576,0.08825,0.0592,0.0191,0.00805,0.24435101,-0.5121328,0.5019557,0.3060854,1,train
0.03715,0.0574,0.0845,0.05635,0.01965,0.00855,0.2053476,-0.48289475,0.4899416,0.3080986,1,train
0.03505,0.0571,0.0826,0.05705,0.01965,0.00855,0.23887078,-0.4876141,0.4879479,0.28153569,1,train
0.0368,0.05715,0.0823,0.06135,0.024,0.01015,0.25012735,-0.43760982,0.40850276,0.21052632,1,train
0.0368,0.05605,0.0831,0.0625,0.024,0.01015,0.25881168,-0.4450867,0.40037474,0.21052632,1,train
0.03735,0.0579,0.0869,0.05915,0.0375,0.01635,0.22590674,-0.22400412,0.21383646,-0.002004042,1,train
0.0368,0.0577,0.08755,0.0615,0.02585,0.0107,0.2512716,-0.40812823,0.38120887,0.17478053,1,train
0.0365,0.05795,0.08575,0.0709,0.02585,0.0107,0.32029796,-0.4656331,0.3830549,0.17080994,1,train
0.0372,0.05785,0.08705,0.07995,0.0353,0.0143,0.36491677,-0.38741863,0.24208264,0.026206877,1,train
0.03665,0.0584,0.08635,0.0674,0.0353,0.0143,0.29553103,-0.31256086,0.24653147,0.018762985,1,train
0.03605,0.0583,0.0855,0.0619,0.03025,0.01175,0.26391017,-0.34346175,0.3167702,0.08748114,1,train
0.03635,0.05705,0.0857,0.06205,0.03025,0.01175,0.26117885,-0.3445287,0.3069874,0.091591604,1,train
0.03635,0.05705,0.0857,0.06205,0.03025,0.01175,0.26117885,-0.3445287,0.3069874,0.091591604,1,train
0.0373,0.05815,0.08535,0.06175,0.0251,0.00975,0.24684499,-0.4219919,0.396997,0.19551285,1,train
0.03595,0.05885,0.08605,0.06035,0.0251,0.00975,0.25337484,-0.41252196,0.402025,0.1777232,1,train
0.0365,0.0588,0.0865,0.0593,0.0218,0.00885,0.23799585,-0.46239212,0.45905706,0.25214407,1,train
0.0372,0.05905,0.08555,0.05865,0.0218,0.00885,0.22378714,-0.45804846,0.46072975,0.26101694,1,train
0.0365,0.0579,0.086,0.0584,0.01825,0.00765,0.23076925,-0.52380955,0.5206829,0.33333334,1,train
0.03645,0.0575,0.08495,0.0573,0.01825,0.00765,0.22240002,-0.5168763,0.5181518,0.33272395,1,train
0.03615,0.0581,0.08575,0.05675,0.0191,0.00805,0.22174379,-0.49637443,0.5051814,0.30859733,1,train
0.03615,0.0581,0.08575,0.05675,0.0191,0.00805,0.22174379,-0.49637443,0.5051814,0.30859733,1,train
0.0363,0.05795,0.08575,0.0559,0.0191,0.00805,0.21258135,-0.4906667,0.50421804,0.31046933,1,train
0.03675,0.05785,0.0853,0.05705,0.02585,0.0106,0.21641792,-0.37635708,0.3823178,0.17412141,1,train
0.03545,0.05635,0.08325,0.0585,0.02585,0.0106,0.24534325,-0.38707766,0.37104625,0.15660685,1,train
0.0361,0.05615,0.08235,0.061,0.02545,0.011,0.25643668,-0.41122034,0.37622547,0.17303005,1,train
0.0359,0.05705,0.08295,0.06135,0.02545,0.011,0.26169664,-0.41359445,0.3830303,0.17033415,1,train
0.03645,0.0564,0.08315,0.06455,0.03405,0.01455,0.27821782,-0.3093306,0.24709786,0.03404255,1,train
0.04025,0.0636,0.08765,0.14065,0.0956,0.0422,0.55500275,-0.19068784,-0.20100501,-0.40743467,1,train
0.0375,0.05895,0.0862,0.0971,0.0679,0.02915,0.44279343,-0.17696966,-0.07055579,-0.28842503,1,train
0.0369,0.05805,0.08715,0.07285,0.0679,0.02915,0.32756263,-0.0351687,-0.07820566,-0.29580155,1,train
0.0372,0.05785,0.08675,0.0661,0.0384,0.01555,0.27976766,-0.26507175,0.2020779,-0.015873037,1,train
0.0369,0.05895,0.08705,0.06595,0.0384,0.01555,0.28245017,-0.26401532,0.21109396,-0.019920358,1,train
0.03705,0.0575,0.0866,0.06395,0.0269,0.0113,0.26633662,-0.40781507,0.36255923,0.15871775,1,train
0.0369,0.0572,0.08595,0.05695,0.0269,0.0113,0.2136388,-0.35837802,0.36028537,0.15673979,1,train
0.0365,0.05845,0.0863,0.05995,0.02535,0.01045,0.24313118,-0.4056272,0.39498803,0.18027484,1,train
0.0365,0.05845,0.0863,0.05995,0.02535,0.01045,0.24313118,-0.4056272,0.39498803,0.18027484,1,train
0.0368,0.0578,0.08685,0.0611,0.02535,0.01045,0.24821244,-0.4135338,0.39025855,0.1842317,1,train
0.03805,0.05765,0.0857,0.0611,0.02665,0.01015,0.23247604,-0.39259258,0.36773428,0.17619783,1,train
0.0359,0.05765,0.08655,0.0585,0.02665,0.01015,0.23940676,-0.3740458,0.36773428,0.1478817,1,train
0.03635,0.0581,0.08625,0.05625,0.02605,0.011,0.21490279,-0.36695018,0.3808675,0.16506413,1,train
0.03615,0.0579,0.0867,0.05765,0.02605,0.011,0.22921108,-0.37753883,0.3793925,0.16237944,1,train
0.0372,0.05785,0.08665,0.05945,0.02265,0.0094,0.2302121,-0.44823387,0.4372671,0.24310778,1,train
0.0365,0.05805,0.08495,0.05775,0.02265,0.0094,0.22546421,-0.4365672,0.43866172,0.23415047,1,train
0.03585,0.0576,0.08535,0.0566,0.02225,0.00895,0.22444566,-0.4356373,0.44270507,0.23407917,1,train
0.03585,0.0576,0.08535,0.0566,0.02225,0.00895,0.22444566,-0.4356373,0.44270507,0.23407917,1,train
0.0366,0.05805,0.0857,0.05555,0.02225,0.00895,0.20564297,-0.42802057,0.44582814,0.24384028,1,train
0.036,0.05785,0.08395,0.0618,0.02585,0.0106,0.2638037,-0.410154,0.3823178,0.1641067,1,train
0.03555,0.0564,0.0832,0.0628,0.02585,0.0106,0.27707168,-0.41680765,0.37142858,0.15798044,1,train
0.03445,0.05545,0.08255,0.0626,0.02545,0.011,0.2900567,-0.42191938,0.37082818,0.15025039,1,train
0.03535,0.05675,0.0832,0.06065,0.02545,0.011,0.26354167,-0.40882692,0.38077858,0.16282892,1,train
0.03585,0.0564,0.08325,0.07175,0.03405,0.01455,0.33364314,-0.35633272,0.24709786,0.025751082,1,train
0.0405,0.0631,0.08805,0.14945,0.0956,0.0422,0.573572,-0.21975107,-0.2047889,-0.40484938,1,train
0.0405,0.0631,0.08805,0.14945,0.0956,0.0422,0.573572,-0.21975107,-0.2047889,-0.40484938,1,train
0.03975,0.0638,0.0868,0.1446,0.0679,0.02915,0.5687551,-0.36094117,-0.031131377,-0.26149562,1,train
0.0379,0.06055,0.0859,0.1245,0.0679,0.02915,0.5332512,-0.29417878,-0.05722072,-0.28355387,1,train
0.03695,0.05775,0.08665,0.0935,0.0384,0.01555,0.43349946,-0.4177407,0.20124803,-0.019243559,1,train
0.0366,0.0589,0.08725,0.0716,0.0384,0.01555,0.323475,-0.30181813,0.21068856,-0.024000008,1,train
0.03635,0.05725,0.0863,0.0633,0.0269,0.0113,0.27044654,-0.40354764,0.36066547,0.1494071,1,train
0.0369,0.05685,0.08635,0.0584,0.0269,0.0113,0.22560339,-0.36928487,0.35761192,0.15673979,1,train
0.03675,0.05805,0.08715,0.07045,0.02535,0.01045,0.31436568,-0.47077245,0.39208633,0.18357487,1,train
0.03675,0.05805,0.08715,0.07045,0.02535,0.01045,0.31436568,-0.47077245,0.39208633,0.18357487,1,train
0.037,0.05775,0.0866,0.0732,0.02535,0.01045,0.32849365,-0.48554033,0.38989168,0.18684843,1,train
0.03755,0.05845,0.08605,0.07355,0.02665,0.01015,0.32403243,-0.46806386,0.373678,0.16978191,1,train
0.03645,0.05785,0.0874,0.0718,0.02665,0.01015,0.32655892,-0.45860842,0.36923075,0.155309,1,train
0.03745,0.05775,0.08565,0.0645,0.02605,0.011,0.2653261,-0.42462727,0.37828165,0.17952758,1,train
0.03625,0.05775,0.0862,0.07095,0.02605,0.011,0.32369405,-0.4628866,0.37828165,0.16372392,1,train
0.03665,0.05715,0.0857,0.0678,0.02265,0.0094,0.29822883,-0.4991708,0.43233082,0.23608768,1,train
0.037,0.05865,0.08605,0.06225,0.02265,0.0094,0.25440806,-0.4664311,0.44280443,0.24057001,1,train
0.03685,0.0573,0.08545,0.06005,0.02225,0.00895,0.23942205,-0.45929524,0.4406034,0.24703893,1,train
0.03685,0.0573,0.08545,0.06005,0.02225,0.00895,0.23942205,-0.45929524,0.4406034,0.24703893,1,train
0.03695,0.05845,0.0862,0.0682,0.02225,0.00895,0.29719448,-0.50801545,0.44857496,0.2483108,1,train
0.036,0.05785,0.08395,0.0618,0.02585,0.0106,0.2638037,-0.410154,0.3823178,0.1641067,1,train
0.03625,0.057,0.0825,0.0728,0.03015,0.0124,0.33516738,-0.4142788,0.3080895,0.091867454,1,train
0.03505,0.05695,0.08275,0.07245,0.03515,0.01425,0.34790695,-0.34665427,0.23669925,-0.0014244724,1,train
0.0362,0.05685,0.0835,0.07345,0.03515,0.01425,0.33971727,-0.35267037,0.23586959,0.014716228,1,train
0.03545,0.0567,0.0833,0.08155,0.04275,0.0181,0.3940171,-0.31214803,0.14027147,-0.09335039,1,train
0.03885,0.0621,0.0869,0.13915,0.0824,0.03755,0.5634831,-0.25614983,-0.14048444,-0.3591753,1,train
0.0396,0.06215,0.0872,0.14435,0.09435,0.03925,0.56944823,-0.20946796,-0.20575081,-0.40873462,1,train
0.0396,0.06215,0.0872,0.14435,0.09435,0.03925,0.56944823,-0.20946796,-0.20575081,-0.40873462,1,train
0.03955,0.06135,0.0875,0.15475,0.09435,0.03925,0.5928976,-0.2424729,-0.21194607,-0.40926066,1,train
0.0396,0.06355,0.08805,0.1646,0.0986,0.0422,0.61214495,-0.25075987,-0.21615785,-0.42691752,1,train
0.0393,0.0633,0.0874,0.16105,0.0986,0.0422,0.6076866,-0.2405161,-0.21803583,-0.43002176,1,train
0.0382,0.06125,0.0876,0.14325,0.07215,0.03175,0.57894737,-0.33008358,-0.08170913,-0.30765748,1,train
0.0363,0.05895,0.087,0.09675,0.07215,0.03175,0.45434046,-0.14564832,-0.1006865,-0.3305671,1,train
0.03645,0.05885,0.08635,0.0702,0.03965,0.0169,0.31645575,-0.27810654,0.19492386,-0.042049963,1,train
0.0366,0.0581,0.0859,0.0619,0.03965,0.0169,0.25685278,-0.21910389,0.1887468,-0.03999999,1,train
0.0368,0.0576,0.08535,0.07045,0.0335,0.01575,0.31375292,-0.35545936,0.26454443,0.04694168,1,train
0.0368,0.0576,0.08535,0.07045,0.0335,0.01575,0.31375292,-0.35545936,0.26454443,0.04694168,1,train
0.03685,0.0581,0.0857,0.08495,0.0335,0.01575,0.39490968,-0.43436047,0.26855895,0.047619056,1,train
0.03675,0.05845,0.0855,0.08045,0.03535,0.0153,0.3728669,-0.38946462,0.24626866,0.019417495,1,train
